0.000000	-1.205832	-0.613546	-2.416208	1.327959	-2.048879	1.207250	-2.642282	0.726560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	-1.724180	-0.169062	-1.914168	0.375399	-1.832955	0.682891	-2.615418	1.263976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004000	0.000000
2.000000	-2.078558	0.093202	-1.196596	-0.499052	-1.425726	0.324409	-2.373753	1.499095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008000	0.000000
3.000000	-2.215654	-0.025340	-0.319357	-1.426898	-0.689072	0.203635	-1.696067	1.488876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012000	0.000000
4.000000	-1.985914	-0.229452	0.660075	-1.992442	-0.334930	0.379399	-0.645241	1.288651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016000	0.000000
5.000000	-1.388878	-0.511535	1.250389	-2.234068	0.069333	0.721041	0.321563	0.665478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000
6.000000	-0.414876	-0.829317	1.813600	-2.123456	0.257919	0.977938	1.409795	-0.221041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024000	0.000000
7.000000	0.510796	-0.921509	1.976533	-1.526345	0.120972	1.295387	1.989075	-1.051384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028000	0.000000
8.000000	1.524318	-0.852939	1.766389	-0.866959	-0.198177	1.275150	2.380711	-1.777751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032000	0.000000
9.000000	2.319540	-0.311148	1.315475	-0.115455	-0.546082	1.082763	2.449426	-2.125260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036000	0.000000
10.000000	2.849257	0.455687	0.826464	0.522867	-0.940252	0.619666	2.032954	-2.234231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040000	0.000000
11.000000	2.922052	1.304361	0.444400	0.999175	-0.813024	-0.251694	1.475646	-1.944287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044000	0.000000
12.000000	2.519218	2.143373	0.291672	0.991143	-0.663236	-0.985259	0.804067	-1.222155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048000	0.000000
13.000000	1.849779	2.789662	0.403168	1.006553	-0.086777	-1.599892	0.247467	-0.451751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.052000	0.000000
14.000000	1.079812	3.070232	0.615827	0.607028	0.451459	-2.116660	-0.098372	0.538427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056000	0.000000
15.000000	0.415075	3.003444	1.070908	0.305833	1.296650	-2.255725	-0.143745	1.360866	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060000	0.000000
16.000000	-0.132469	2.553667	1.478641	0.144312	1.868668	-1.893623	0.054133	1.850241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064000	0.000000
17.000000	-0.422830	1.658098	1.533126	0.174934	2.257255	-1.324571	0.426109	1.979638	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068000	0.000000
18.000000	-0.479201	0.630441	1.338292	0.317743	2.207075	-0.443633	0.679034	1.848933	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072000	0.000000
19.000000	-0.219215	-0.319375	0.869734	0.828385	1.781760	0.562418	0.881892	1.488324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076000	0.000000
20.000000	0.087216	-1.064137	0.207016	1.456966	0.965714	1.368320	0.853938	1.009028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080000	0.000000
21.000000	0.354891	-1.561800	-0.775299	2.011380	0.084539	1.903699	0.650676	0.651525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084000	0.000000
22.000000	0.473547	-1.644663	-1.685044	2.436504	-0.850137	1.965226	0.075158	0.408540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088000	0.000000
23.000000	0.281442	-1.462697	-2.536495	2.613276	-1.567518	1.788133	-0.720085	0.438459	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092000	0.000000
24.000000	-0.107601	-1.071790	-2.932768	2.138078	-1.976347	1.306011	-1.374793	0.734859	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096000	0.000000
25.000000	-0.721363	-0.626725	-3.027366	1.384353	-2.065635	0.685802	-1.792265	1.060455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000
26.000000	-1.336128	-0.325725	-2.683230	0.393143	-1.819538	0.115482	-1.898624	1.462867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104000	0.000000
27.000000	-1.826871	-0.298487	-1.957024	-0.628482	-1.174007	-0.324637	-1.687924	1.550889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108000	0.000000
28.000000	-2.170627	-0.417245	-1.091870	-1.640998	-0.358677	-0.422833	-1.075941	1.434706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112000	0.000000
